Tipo de Documento,Referencia / Factura,Importe de factura,Descuento,Motivo del descuento,Pago Neto,Comentarios
DIF. COSTO/CANTIDAD,PMP1259921,-13663453.0,,,-13663453.0, PMP1259921
DIF. COSTO/CANTIDAD,PMP1259922,-3725515.0,,,-3725515.0, PMP1259922
DIF. COSTO/CANTIDAD,PMP1258659,-610870.0,,,-610870.0, PMP1258659
DIF. COSTO/CANTIDAD,PMP1258647,-258962.0,,,-258962.0, PMP1258647
DIF. COSTO/CANTIDAD,PMP1260765,-132119.0,,,-132119.0, PMP1260765
DIF. COSTO/CANTIDAD,PMP1258662,-158464.0,,,-158464.0, PMP1258662
DIF. COSTO/CANTIDAD,PMP1260712,-6209891.0,,,-6209891.0, PMP1260712
DIF. COSTO/CANTIDAD,PMP1258554,-221199.0,,,-221199.0, PMP1258554
DIF. COSTO/CANTIDAD,PMP1258551,-165235.0,,,-165235.0, PMP1258551
DIF. COSTO/CANTIDAD,PMP1260707,-94962.0,,,-94962.0, PMP1260707
DIF. COSTO/CANTIDAD,PMP1260161,-354991.0,,,-354991.0, PMP1260161
DIF. COSTO/CANTIDAD,PMP1261456,-391761.0,,,-391761.0, PMP1261456
DIF. COSTO/CANTIDAD,PMP1260771,-200657.0,,,-200657.0, PMP1260771
DIF. COSTO/CANTIDAD,PMP1261049,-200652.0,,,-200652.0, PMP1261049
DIF. COSTO/CANTIDAD,PMP1260706,-931769.0,,,-931769.0, PMP1260706
DIF. COSTO/CANTIDAD,PMP1264570,-612760.0,,,-612760.0, PMP1264570
DIF. COSTO/CANTIDAD,PMP1263961,-56122035.0,,,-56122035.0, PMP1263961
DIF. COSTO/CANTIDAD,PMP1261468,-91515.0,,,-91515.0, PMP1261468
DIF. COSTO/CANTIDAD,PMP1264572,-3228713.0,,,-3228713.0, PMP1264572
DIF. COSTO/CANTIDAD,PMP1261106,-279193.0,,,-279193.0, PMP1261106
DIF. COSTO/CANTIDAD,PMP1263987,-2012305.0,,,-2012305.0, PMP1263987
DIF. COSTO/CANTIDAD,PMP1263960,-91091.0,,,-91091.0, PMP1263960
DIF. COSTO/CANTIDAD,PMP1261107,-908177.0,,,-908177.0, PMP1261107
DIF. COSTO/CANTIDAD,PMP1263738,-558481.0,,,-558481.0, PMP1263738
DIF. COSTO/CANTIDAD,PMP1263747,-290849.0,,,-290849.0, PMP1263747
DIF. COSTO/CANTIDAD,PMP1264585,-200667.0,,,-200667.0, PMP1264585
DIF. COSTO/CANTIDAD,PMP1264576,-177428.0,,,-177428.0, PMP1264576
DIF. COSTO/CANTIDAD,PMP1264579,-2661818.0,,,-2661818.0, PMP1264579
DIF. COSTO/CANTIDAD,PMP1265171,-559300.0,,,-559300.0, PMP1265171
DIF. COSTO/CANTIDAD,PMP1260878,-308278.0,,,-308278.0, PMP1260878
DIF. COSTO/CANTIDAD,PMP1262529,-229069.0,,,-229069.0, PMP1262529
DIF. COSTO/CANTIDAD,PMP1260886,-181095.0,,,-181095.0, PMP1260886
DIF. COSTO/CANTIDAD,PMP1265115,-94999.0,,,-94999.0, PMP1265115
DIF. COSTO/CANTIDAD,PMP1266346,-569977.0,,,-569977.0, PMP1266346
DIF. COSTO/CANTIDAD,PMP1264269,-91089.0,,,-91089.0, PMP1264269
DIF. COSTO/CANTIDAD,PMP1265586,-16877.0,,,-16877.0, PMP1265586
DIF. COSTO/CANTIDAD,PMP1265587,-186496.0,,,-186496.0, PMP1265587
DIF. COSTO/CANTIDAD,PMP1264007,-9751.0,,,-9751.0, PMP1264007
DIF. COSTO/CANTIDAD,PMP1258363,-279124.0,,,-279124.0, PMP1258363
DIF. COSTO/CANTIDAD,PMP1260889,-355125.0,,,-355125.0, PMP1260889
DIF. COSTO/CANTIDAD,PMP1262994,-7229.0,,,-7229.0, PMP1262994
DIF. COSTO/CANTIDAD,PMP1263684,-7528661.0,,,-7528661.0, PMP1263684
DIF. COSTO/CANTIDAD,PMP1265023,-541298.0,,,-541298.0, PMP1265023
DIF. COSTO/CANTIDAD,PMP1261466,-132006.0,,,-132006.0, PMP1261466
DIF. COSTO/CANTIDAD,PMP1262998,-91081.0,,,-91081.0, PMP1262998
DIF. COSTO/CANTIDAD,PMP1263692,-4749269.0,,,-4749269.0, PMP1263692
DIF. COSTO/CANTIDAD,PMP1260954,-243214.0,,,-243214.0, PMP1260954
DIF. COSTO/CANTIDAD,PMP1260957,-787185.0,,,-787185.0, PMP1260957
DIF. COSTO/CANTIDAD,PMP1261245,-103148.0,,,-103148.0, PMP1261245
DIF. COSTO/CANTIDAD,PMP1261256,-200713.0,,,-200713.0, PMP1261256
DIF. COSTO/CANTIDAD,PMP1262522,-132025.0,,,-132025.0, PMP1262522
DIF. COSTO/CANTIDAD,PMP1261254,-3686521.0,,,-3686521.0, PMP1261254
DIF. COSTO/CANTIDAD,PMP1263306,-200641.0,,,-200641.0, PMP1263306
DIF. COSTO/CANTIDAD,PMP1262826,-581666.0,,,-581666.0, PMP1262826
DIF. COSTO/CANTIDAD,PMP1260881,-160079.0,,,-160079.0, PMP1260881
DIF. COSTO/CANTIDAD,PMP1261044,-3844271.0,,,-3844271.0, PMP1261044
DIF. COSTO/CANTIDAD,PMP1261046,-4129207.0,,,-4129207.0, PMP1261046
DIF. COSTO/CANTIDAD,PMP1263885,-94982.0,,,-94982.0, PMP1263885
DIF. COSTO/CANTIDAD,PMP1260880,-107656.0,,,-107656.0, PMP1260880
DIF. COSTO/CANTIDAD,PMP1261061,-248651.0,,,-248651.0, PMP1261061
DIF. COSTO/CANTIDAD,PMP1260534,-23174.0,,,-23174.0, PMP1260534
DIF. COSTO/CANTIDAD,PMP1259499,-2102911.0,,,-2102911.0, PMP1259499
DIF. COSTO/CANTIDAD,PMP1260774,-13284.0,,,-13284.0, PMP1260774
DIF. COSTO/CANTIDAD,PMP1260709,-246482.0,,,-246482.0, PMP1260709
DIF. COSTO/CANTIDAD,PMP1262540,-917302.0,,,-917302.0, PMP1262540
DIF. COSTO/CANTIDAD,PMP1261462,-112738.0,,,-112738.0, PMP1261462
DIF. COSTO/CANTIDAD,PMP1263173,-808983.0,,,-808983.0, PMP1263173
DIF. COSTO/CANTIDAD,PMP1263001,-217505.0,,,-217505.0, PMP1263001
DIF. COSTO/CANTIDAD,PMP1263915,-135378.0,,,-135378.0, PMP1263915
DIF. COSTO/CANTIDAD,PMP1263690,-155266.0,,,-155266.0, PMP1263690
DIF. COSTO/CANTIDAD,PMP1263686,-310569.0,,,-310569.0, PMP1263686
DIF. COSTO/CANTIDAD,PMP1261287,-335931.0,,,-335931.0, PMP1261287
DESCUENTO,,-18625424.0,,,-18625424.0, 
Descuentos no asociados a FC,PMP1260881,-0.09999999962747097,MENORES VALORES,WOB,-0.09999999962747097,MENORES VALORES
Descuentos no asociados a FC,PMP1261044,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1261046,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1260884,0.7899999991059303,MENORES VALORES,384,0.7899999991059303,MENORES VALORES
Descuentos no asociados a FC,PMP1260876,0.40000000037252903,MENORES VALORES,384,0.40000000037252903,MENORES VALORES
Descuentos no asociados a FC,PMP1260873,0.1600000000325963,MENORES VALORES,384,0.1600000000325963,MENORES VALORES
Descuentos no asociados a FC,PMP1260877,-0.47999999998137355,MENORES VALORES,WOB,-0.47999999998137355,MENORES VALORES
Descuentos no asociados a FC,PMP1261041,-1.5200000000186265,MENORES VALORES,WOB,-1.5200000000186265,MENORES VALORES
Descuentos no asociados a FC,PMP1261045,-1.2799999993294477,MENORES VALORES,WOB,-1.2799999993294477,MENORES VALORES
Descuentos no asociados a FC,PMP1262522,0.39000000059604645,MENORES VALORES,384,0.39000000059604645,MENORES VALORES
Descuentos no asociados a FC,PMP1261256,1.9600000008940697,MENORES VALORES,384,1.9600000008940697,MENORES VALORES
Descuentos no asociados a FC,PMP1261245,0.47999999998137355,MENORES VALORES,384,0.47999999998137355,MENORES VALORES
Descuentos no asociados a FC,PMP1263181,0.8600000003352761,MENORES VALORES,384,0.8600000003352761,MENORES VALORES
Descuentos no asociados a FC,PMP1263179,0.07999999821186066,MENORES VALORES,384,0.07999999821186066,MENORES VALORES
Descuentos no asociados a FC,PMP1260880,0.6799999997019768,MENORES VALORES,384,0.6799999997019768,MENORES VALORES
Descuentos no asociados a FC,PMP1263175,0.06000000238418579,MENORES VALORES,384,0.06000000238418579,MENORES VALORES
Descuentos no asociados a FC,PMP1263182,0.7400000002235174,MENORES VALORES,384,0.7400000002235174,MENORES VALORES
Descuentos no asociados a FC,PMP1260957,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1260954,-0.8799999998882413,MENORES VALORES,WOB,-0.8799999998882413,MENORES VALORES
Descuentos no asociados a FC,PMP1263882,-0.3399999998509884,MENORES VALORES,WOB,-0.3399999998509884,MENORES VALORES
Descuentos no asociados a FC,PMP1263884,-0.5,MENORES VALORES,WOB,-0.5,MENORES VALORES
Descuentos no asociados a FC,PMP1264010,0.4400000013411045,MENORES VALORES,384,0.4400000013411045,MENORES VALORES
Descuentos no asociados a FC,PMP1263883,-0.9599999999627471,MENORES VALORES,WOB,-0.9599999999627471,MENORES VALORES
Descuentos no asociados a FC,PMP1264008,-1.3999999999068677,MENORES VALORES,WOB,-1.3999999999068677,MENORES VALORES
Descuentos no asociados a FC,PMP1263878,-0.6600000001490116,MENORES VALORES,WOB,-0.6600000001490116,MENORES VALORES
Descuentos no asociados a FC,PMP1264006,-1.2800000000279397,MENORES VALORES,WOB,-1.2800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1263877,-0.24000000022351742,MENORES VALORES,WOB,-0.24000000022351742,MENORES VALORES
Descuentos no asociados a FC,PMP1261254,-1.4400000013411045,MENORES VALORES,WOB,-1.4400000013411045,MENORES VALORES
Descuentos no asociados a FC,PMP1263306,-0.0800000000745058,MENORES VALORES,WOB,-0.0800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1262826,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1264011,2.0,MENORES VALORES,384,2.0,MENORES VALORES
Descuentos no asociados a FC,PMP1261462,6.259999997913837,MENORES VALORES,384,6.259999997913837,MENORES VALORES
Descuentos no asociados a FC,PMP1262545,0.6799999999930151,MENORES VALORES,384,0.6799999999930151,MENORES VALORES
Descuentos no asociados a FC,PMP1262541,3.840000000083819,MENORES VALORES,384,3.840000000083819,MENORES VALORES
Descuentos no asociados a FC,PMP1262546,1.3199999928474426,MENORES VALORES,384,1.3199999928474426,MENORES VALORES
Descuentos no asociados a FC,PMP1262540,8.659999996423721,MENORES VALORES,384,8.659999996423721,MENORES VALORES
Descuentos no asociados a FC,PMP1261153,1.4400000013411045,MENORES VALORES,384,1.4400000013411045,MENORES VALORES
Descuentos no asociados a FC,PMP1261152,1.4600000008940697,MENORES VALORES,384,1.4600000008940697,MENORES VALORES
Descuentos no asociados a FC,PMP1261154,-1.3599999994039536,MENORES VALORES,WOB,-1.3599999994039536,MENORES VALORES
Descuentos no asociados a FC,PMP1261150,8.820000000298023,MENORES VALORES,384,8.820000000298023,MENORES VALORES
Descuentos no asociados a FC,PMP1261145,1.2999999998137355,MENORES VALORES,384,1.2999999998137355,MENORES VALORES
Descuentos no asociados a FC,PMP1261144,0.7199999999720603,MENORES VALORES,384,0.7199999999720603,MENORES VALORES
Descuentos no asociados a FC,PMP1259499,8.340000003576279,MENORES VALORES,384,8.340000003576279,MENORES VALORES
Descuentos no asociados a FC,PMP1259496,0.03999999910593033,MENORES VALORES,384,0.03999999910593033,MENORES VALORES
Descuentos no asociados a FC,PMP1263885,-1.440000000409782,MENORES VALORES,WOB,-1.440000000409782,MENORES VALORES
Descuentos no asociados a FC,PMP1260709,4.879999995231628,MENORES VALORES,384,4.879999995231628,MENORES VALORES
Descuentos no asociados a FC,PMP1260710,0.14000000059604645,MENORES VALORES,384,0.14000000059604645,MENORES VALORES
Descuentos no asociados a FC,PMP1261142,2.6200000047683716,MENORES VALORES,384,2.6200000047683716,MENORES VALORES
Descuentos no asociados a FC,PMP1261143,-0.8000000007450581,MENORES VALORES,WOB,-0.8000000007450581,MENORES VALORES
Descuentos no asociados a FC,PMP1261060,-1.1400000005960464,MENORES VALORES,WOB,-1.1400000005960464,MENORES VALORES
Descuentos no asociados a FC,PMP1262560,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1261061,9.379999995231628,MENORES VALORES,384,9.379999995231628,MENORES VALORES
Descuentos no asociados a FC,PMP1260534,3.8199999928474426,MENORES VALORES,384,3.8199999928474426,MENORES VALORES
Descuentos no asociados a FC,PMP1260539,-0.9800000004470348,MENORES VALORES,WOB,-0.9800000004470348,MENORES VALORES
Descuentos no asociados a FC,PMP1260777,-0.2199999988079071,MENORES VALORES,WOB,-0.2199999988079071,MENORES VALORES
Descuentos no asociados a FC,PMP1260775,1.8200000002980232,MENORES VALORES,384,1.8200000002980232,MENORES VALORES
Descuentos no asociados a FC,PMP1260776,0.24000000022351742,MENORES VALORES,384,0.24000000022351742,MENORES VALORES
Descuentos no asociados a FC,PMP1260774,9.959999993443489,MENORES VALORES,384,9.959999993443489,MENORES VALORES
Descuentos no asociados a FC,PMP1258396,-0.12000000104308128,MENORES VALORES,WOB,-0.12000000104308128,MENORES VALORES
Descuentos no asociados a FC,PMP1261288,-0.8200000002980232,MENORES VALORES,WOB,-0.8200000002980232,MENORES VALORES
Descuentos no asociados a FC,PMP1261287,10.520000003278255,MENORES VALORES,384,10.520000003278255,MENORES VALORES
Descuentos no asociados a FC,PMP1261285,0.6999999992549419,MENORES VALORES,384,0.6999999992549419,MENORES VALORES
Descuentos no asociados a FC,PMP1262524,-1.1000000014901161,MENORES VALORES,WOB,-1.1000000014901161,MENORES VALORES
Descuentos no asociados a FC,PMP1262525,-0.6000000000058208,MENORES VALORES,WOB,-0.6000000000058208,MENORES VALORES
Descuentos no asociados a FC,PMP1262527,-0.39999999990686774,MENORES VALORES,WOB,-0.39999999990686774,MENORES VALORES
Descuentos no asociados a FC,PMP1262526,-1.619999997317791,MENORES VALORES,WOB,-1.619999997317791,MENORES VALORES
Descuentos no asociados a FC,PMP1259913,5.120000001043081,MENORES VALORES,384,5.120000001043081,MENORES VALORES
Descuentos no asociados a FC,PMP1259909,-0.8799999998882413,MENORES VALORES,WOB,-0.8799999998882413,MENORES VALORES
Descuentos no asociados a FC,PMP1259908,0.6599999964237213,MENORES VALORES,384,0.6599999964237213,MENORES VALORES
Descuentos no asociados a FC,PMP1260887,-3.719999998807907,MENORES VALORES,WOB,-3.719999998807907,MENORES VALORES
Descuentos no asociados a FC,PMP1262518,0.6799999999348074,MENORES VALORES,384,0.6799999999348074,MENORES VALORES
Descuentos no asociados a FC,PMP1262558,0.11999999999534339,MENORES VALORES,384,0.11999999999534339,MENORES VALORES
Descuentos no asociados a FC,PMP1261248,-0.5200000000186265,MENORES VALORES,WOB,-0.5200000000186265,MENORES VALORES
Descuentos no asociados a FC,PMP1260353,0.9599999934434891,MENORES VALORES,384,0.9599999934434891,MENORES VALORES
Descuentos no asociados a FC,PMP1260107,2.0,MENORES VALORES,384,2.0,MENORES VALORES
Descuentos no asociados a FC,PMP1260356,0.6799999999930151,MENORES VALORES,384,0.6799999999930151,MENORES VALORES
Descuentos no asociados a FC,PMP1260355,1.099999999627471,MENORES VALORES,384,1.099999999627471,MENORES VALORES
Descuentos no asociados a FC,PMP1260948,-0.2800000000279397,MENORES VALORES,WOB,-0.2800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1260956,0.0800000000745058,MENORES VALORES,384,0.0800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1260349,3.8399999998509884,MENORES VALORES,384,3.8399999998509884,MENORES VALORES
Descuentos no asociados a FC,PMP1260357,-0.6000000014901161,MENORES VALORES,WOB,-0.6000000014901161,MENORES VALORES
Descuentos no asociados a FC,PMP1263173,5.840000003576279,MENORES VALORES,384,5.840000003576279,MENORES VALORES
Descuentos no asociados a FC,PMP1261284,0.8000000007450581,MENORES VALORES,384,0.8000000007450581,MENORES VALORES
Descuentos no asociados a FC,PMP1261466,-0.3600000003352761,MENORES VALORES,WOB,-0.3600000003352761,MENORES VALORES
Descuentos no asociados a FC,PMP1261456,0.8000000007450581,MENORES VALORES,384,0.8000000007450581,MENORES VALORES
Descuentos no asociados a FC,PMP1262825,0.20000000001164153,MENORES VALORES,384,0.20000000001164153,MENORES VALORES
Descuentos no asociados a FC,PMP1263299,-1.530000001192093,MENORES VALORES,WOB,-1.530000001192093,MENORES VALORES
Descuentos no asociados a FC,PMP1263301,0.6799999997019768,MENORES VALORES,384,0.6799999997019768,MENORES VALORES
Descuentos no asociados a FC,PMP1263302,-0.39999999990686774,MENORES VALORES,WOB,-0.39999999990686774,MENORES VALORES
Descuentos no asociados a FC,PMP1261468,0.9199999999254942,MENORES VALORES,384,0.9199999999254942,MENORES VALORES
Descuentos no asociados a FC,PMP1263303,0.5600000000558794,MENORES VALORES,384,0.5600000000558794,MENORES VALORES
Descuentos no asociados a FC,PMP1261253,0.17999999993480742,MENORES VALORES,384,0.17999999993480742,MENORES VALORES
Descuentos no asociados a FC,PMP1261251,0.6399999996647239,MENORES VALORES,384,0.6399999996647239,MENORES VALORES
Descuentos no asociados a FC,PMP1261240,-0.4000000059604645,MENORES VALORES,WOB,-0.4000000059604645,MENORES VALORES
Descuentos no asociados a FC,PMP1261249,-0.3600000001024455,MENORES VALORES,WOB,-0.3600000001024455,MENORES VALORES
Descuentos no asociados a FC,PMP1261255,0.20000000018626451,MENORES VALORES,384,0.20000000018626451,MENORES VALORES
Descuentos no asociados a FC,PMP1263204,-2.0399999991059303,MENORES VALORES,WOB,-2.0399999991059303,MENORES VALORES
Descuentos no asociados a FC,PMP1261257,0.20000000018626451,MENORES VALORES,384,0.20000000018626451,MENORES VALORES
Descuentos no asociados a FC,PMP1263201,-0.40000000037252903,MENORES VALORES,WOB,-0.40000000037252903,MENORES VALORES
Descuentos no asociados a FC,PMP1261252,-1.3800000008195639,MENORES VALORES,WOB,-1.3800000008195639,MENORES VALORES
Descuentos no asociados a FC,PMP1261824,-0.5999999999767169,MENORES VALORES,WOB,-0.5999999999767169,MENORES VALORES
Descuentos no asociados a FC,PMP1263180,-2.519999995827675,MENORES VALORES,WOB,-2.519999995827675,MENORES VALORES
Descuentos no asociados a FC,PMP1263178,1.5200000000186265,MENORES VALORES,384,1.5200000000186265,MENORES VALORES
Descuentos no asociados a FC,PMP1265174,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1264581,0.39999999990686774,MENORES VALORES,384,0.39999999990686774,MENORES VALORES
Descuentos no asociados a FC,PMP1264574,0.0800000000745058,MENORES VALORES,384,0.0800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1265172,-0.5599999995902181,MENORES VALORES,WOB,-0.5599999995902181,MENORES VALORES
Descuentos no asociados a FC,PMP1264582,-0.5800000000745058,MENORES VALORES,WOB,-0.5800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1263738,1.6799999997019768,MENORES VALORES,384,1.6799999997019768,MENORES VALORES
Descuentos no asociados a FC,PMP1263745,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1263747,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1263954,-0.9199999999254942,MENORES VALORES,WOB,-0.9199999999254942,MENORES VALORES
Descuentos no asociados a FC,PMP1263990,-0.47999999998137355,MENORES VALORES,WOB,-0.47999999998137355,MENORES VALORES
Descuentos no asociados a FC,PMP1261105,-0.2800000000279397,MENORES VALORES,WOB,-0.2800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1263959,-0.48000000044703484,MENORES VALORES,WOB,-0.48000000044703484,MENORES VALORES
Descuentos no asociados a FC,PMP1263958,-0.1600000001490116,MENORES VALORES,WOB,-0.1600000001490116,MENORES VALORES
Descuentos no asociados a FC,PMP1264584,0.9599999999627471,MENORES VALORES,384,0.9599999999627471,MENORES VALORES
Descuentos no asociados a FC,PMP1263957,-1.199999999254942,MENORES VALORES,WOB,-1.199999999254942,MENORES VALORES
Descuentos no asociados a FC,PMP1264663,0.5800000000745058,MENORES VALORES,384,0.5800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1264756,-0.7999999998137355,MENORES VALORES,WOB,-0.7999999998137355,MENORES VALORES
Descuentos no asociados a FC,PMP1264664,-0.8199999999487773,MENORES VALORES,WOB,-0.8199999999487773,MENORES VALORES
Descuentos no asociados a FC,PMP1264606,-0.44000000040978193,MENORES VALORES,WOB,-0.44000000040978193,MENORES VALORES
Descuentos no asociados a FC,PMP1264604,-0.9599999999627471,MENORES VALORES,WOB,-0.9599999999627471,MENORES VALORES
Descuentos no asociados a FC,PMP1264030,0.19999999995343387,MENORES VALORES,384,0.19999999995343387,MENORES VALORES
Descuentos no asociados a FC,PMP1264665,-0.02000000001862645,MENORES VALORES,WOB,-0.02000000001862645,MENORES VALORES
Descuentos no asociados a FC,PMP1264718,-0.5600000000558794,MENORES VALORES,WOB,-0.5600000000558794,MENORES VALORES
Descuentos no asociados a FC,PMP1264667,-0.20000000018626451,MENORES VALORES,WOB,-0.20000000018626451,MENORES VALORES
Descuentos no asociados a FC,PMP1264666,0.1600000000325963,MENORES VALORES,384,0.1600000000325963,MENORES VALORES
Descuentos no asociados a FC,PMP1265024,-0.7599999997764826,MENORES VALORES,WOB,-0.7599999997764826,MENORES VALORES
Descuentos no asociados a FC,PMP1265025,1.4199999999254942,MENORES VALORES,384,1.4199999999254942,MENORES VALORES
Descuentos no asociados a FC,PMP1265173,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1264576,-0.6600000001490116,MENORES VALORES,WOB,-0.6600000001490116,MENORES VALORES
Descuentos no asociados a FC,PMP1265177,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1264585,-1.6400000005960464,MENORES VALORES,WOB,-1.6400000005960464,MENORES VALORES
Descuentos no asociados a FC,PMP1265175,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1265296,0.6400000001303852,MENORES VALORES,384,0.6400000001303852,MENORES VALORES
Descuentos no asociados a FC,PMP1260878,-1.8299999982118607,MENORES VALORES,WOB,-1.8299999982118607,MENORES VALORES
Descuentos no asociados a FC,PMP1260888,1.7400000002235174,MENORES VALORES,384,1.7400000002235174,MENORES VALORES
Descuentos no asociados a FC,PMP1260883,0.0800000000745058,MENORES VALORES,384,0.0800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1263960,-0.2599999997764826,MENORES VALORES,WOB,-0.2599999997764826,MENORES VALORES
Descuentos no asociados a FC,PMP1262520,0.17999999970197678,MENORES VALORES,384,0.17999999970197678,MENORES VALORES
Descuentos no asociados a FC,PMP1265119,0.599999999627471,MENORES VALORES,384,0.599999999627471,MENORES VALORES
Descuentos no asociados a FC,PMP1265103,0.3799999998882413,MENORES VALORES,384,0.3799999998882413,MENORES VALORES
Descuentos no asociados a FC,PMP1265116,-0.39999999990686774,MENORES VALORES,WOB,-0.39999999990686774,MENORES VALORES
Descuentos no asociados a FC,PMP1261106,-0.8399999998509884,MENORES VALORES,WOB,-0.8399999998509884,MENORES VALORES
Descuentos no asociados a FC,PMP1261107,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1265112,0.07999999995809048,MENORES VALORES,384,0.07999999995809048,MENORES VALORES
Descuentos no asociados a FC,PMP1263989,1.0,MENORES VALORES,384,1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1264575,0.35999999940395355,MENORES VALORES,384,0.35999999940395355,MENORES VALORES
Descuentos no asociados a FC,PMP1265171,2.2000000029802322,MENORES VALORES,384,2.2000000029802322,MENORES VALORES
Descuentos no asociados a FC,PMP1264579,-1.8399999998509884,MENORES VALORES,WOB,-1.8399999998509884,MENORES VALORES
Descuentos no asociados a FC,PMP1264578,-0.46000000089406967,MENORES VALORES,WOB,-0.46000000089406967,MENORES VALORES
Descuentos no asociados a FC,PMP1265176,0.20000000018626451,MENORES VALORES,384,0.20000000018626451,MENORES VALORES
Descuentos no asociados a FC,PMP1263742,0.12000000011175871,MENORES VALORES,384,0.12000000011175871,MENORES VALORES
Descuentos no asociados a FC,PMP1264573,3.380000000819564,MENORES VALORES,384,3.380000000819564,MENORES VALORES
Descuentos no asociados a FC,PMP1264572,0.36000001430511475,MENORES VALORES,384,0.36000001430511475,MENORES VALORES
Descuentos no asociados a FC,PMP1262529,6.3599999994039536,MENORES VALORES,384,6.3599999994039536,MENORES VALORES
Descuentos no asociados a FC,PMP1263987,2.0,MENORES VALORES,384,2.0,MENORES VALORES
Descuentos no asociados a FC,PMP1265100,0.2800000000279397,MENORES VALORES,384,0.2800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1262528,3.840000000083819,MENORES VALORES,384,3.840000000083819,MENORES VALORES
Descuentos no asociados a FC,PMP1263300,4.0,MENORES VALORES,384,4.0,MENORES VALORES
Descuentos no asociados a FC,PMP1263741,0.0800000000745058,MENORES VALORES,384,0.0800000000745058,MENORES VALORES
Descuentos no asociados a FC,PMP1263692,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1262996,-0.3200000000651926,MENORES VALORES,WOB,-0.3200000000651926,MENORES VALORES
Descuentos no asociados a FC,PMP1263685,1.5200000000186265,MENORES VALORES,384,1.5200000000186265,MENORES VALORES
Descuentos no asociados a FC,PMP1263018,-0.1600000001490116,MENORES VALORES,WOB,-0.1600000001490116,MENORES VALORES
Descuentos no asociados a FC,PMP1263913,-0.7800000000279397,MENORES VALORES,WOB,-0.7800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1263683,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1263021,-0.5600000000558794,MENORES VALORES,WOB,-0.5600000000558794,MENORES VALORES
Descuentos no asociados a FC,PMP1263686,-1.0,MENORES VALORES,WOB,-1.0,MENORES VALORES
Descuentos no asociados a FC,PMP1263001,0.13999999966472387,MENORES VALORES,384,0.13999999966472387,MENORES VALORES
Descuentos no asociados a FC,PMP1263023,1.5600000000558794,MENORES VALORES,384,1.5600000000558794,MENORES VALORES
Descuentos no asociados a FC,PMP1263988,-2.280000001192093,MENORES VALORES,WOB,-2.280000001192093,MENORES VALORES
Descuentos no asociados a FC,PMP1263984,-0.8799999998882413,MENORES VALORES,WOB,-0.8799999998882413,MENORES VALORES
Descuentos no asociados a FC,PMP1262993,-0.24000000022351742,MENORES VALORES,WOB,-0.24000000022351742,MENORES VALORES
Descuentos no asociados a FC,PMP1263914,-0.48000000044703484,MENORES VALORES,WOB,-0.48000000044703484,MENORES VALORES
Descuentos no asociados a FC,PMP1262999,0.30999999959021807,MENORES VALORES,384,0.30999999959021807,MENORES VALORES
Descuentos no asociados a FC,PMP1261244,0.2800000000279397,MENORES VALORES,384,0.2800000000279397,MENORES VALORES
Descuentos no asociados a FC,PMP1261247,0.6799999999348074,MENORES VALORES,384,0.6799999999348074,MENORES VALORES
Descuentos no asociados a FC,PMP1261246,1.9399999994784594,MENORES VALORES,384,1.9399999994784594,MENORES VALORES
Descuentos no asociados a FC,PMP1261250,3.719999998807907,MENORES VALORES,384,3.719999998807907,MENORES VALORES
Descuentos no asociados a FC,PMP1261258,1.7999999998137355,MENORES VALORES,384,1.7999999998137355,MENORES VALORES
