R5504575
Fecha de pago:;26/09/2025
Forma de pago:;CTA;********2566
Cía;Cliente;Tipo Doc;Num Doc;Num Factura;Valor;Fecha Doc
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313233;'007003000835131;-.02;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313233;'007003000835131;94.93;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313234;'007003000835181;-.02;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313234;'007003000835181;390.50;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313235;'007003000835221;32.40;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313236;'007003000835231;-.01;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313236;'007003000835231;43.23;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313237;'007003000835233;244.08;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313237;'007003000835233;-.03;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313238;'007003000835268;79.53;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313238;'007003000835268;.01;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313589;'005002000658168;16.63;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313590;'005002000658175;26.87;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313591;'005002000658176;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313591;'005002000658176;57.05;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313592;'005002000658253;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3313592;'005002000658253;88.11;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314018;'005002000658031;26.87;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314070;'005002000658166;26.87;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314071;'005002000658170;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314071;'005002000658170;57.05;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314072;'005002000658189;26.87;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314073;'005002000658190;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314073;'005002000658190;67.42;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314074;'005002000658279;-.02;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314074;'005002000658279;114.69;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314075;'005002000658307;33.78;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314075;'005002000658307;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314083;'005002000658032;26.87;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314197;'005002000658306;26.87;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314787;'005002000658314;99.54;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314787;'005002000658314;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314788;'005002000658319;32.40;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314789;'005002000658326;75.76;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314789;'005002000658326;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314790;'005002000658341;33.78;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314790;'005002000658341;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314791;'005002000658343;83.81;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314791;'005002000658343;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314792;'005002000658347;83.34;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314792;'005002000658347;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314793;'005002000658349;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314794;'005002000658351;16.63;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314795;'005002000658392;32.27;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314795;'005002000658392;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314796;'005002000658416;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314797;'005002000658435;14.10;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314798;'005002000658444;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314799;'007003000835603;216.71;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314799;'007003000835603;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314973;'007003000835380;67.27;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314974;'007003000835399;76.56;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314976;'007003000835403;108.11;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314977;'007003000835404;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314977;'007003000835404;40.42;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314978;'007003000835405;76.14;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314978;'007003000835405;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314979;'007003000835406;37.48;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314980;'007003000835409;50.93;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314981;'007003000835410;91.34;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314981;'007003000835410;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314982;'007003000835469;81.37;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314983;'007003000835472;69.25;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314983;'007003000835472;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314984;'007003000835473;150.33;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3314984;'007003000835473;-.02;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315287;'005002000658315;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315288;'005002000658317;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315289;'005002000658321;35.99;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315289;'005002000658321;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315290;'005002000658325;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315291;'005002000658331;72.82;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315291;'005002000658331;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315292;'005002000658340;165.27;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315292;'005002000658340;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315293;'005002000658342;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315294;'005002000658348;105.91;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315294;'005002000658348;-.02;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315295;'005002000658350;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315296;'005002000658415;48.90;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315296;'005002000658415;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315297;'005002000658434;36.83;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315298;'005002000658436;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315299;'005002000658445;117.85;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315300;'007003000835584;54.51;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315300;'007003000835584;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315580;'007003000835634;66.91;21/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315580;'007003000835634;-.01;21/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315581;'007003000835637;158.97;21/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315581;'007003000835637;-.02;21/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315582;'007003000835665;30.16;21/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315992;'005002000658322;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315993;'005002000658338;32.27;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315993;'005002000658338;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3315994;'005002000658353;26.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316016;'005002000658323;40.42;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316016;'005002000658323;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316017;'005002000658352;29.87;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316018;'005002000658391;36.69;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316018;'005002000658391;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316019;'005002000658478;40.42;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316019;'005002000658478;-.01;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316606;'005002000657204;242.77;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316606;'005002000657204;-.03;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316607;'007003000834317;123.66;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316608;'007003000834320;42.64;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316619;'005002000657471;61.76;12/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316619;'005002000657471;-.01;12/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316629;'005002000657158;117.90;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316629;'005002000657158;-.02;11/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316645;'005002000657504;161.37;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316645;'005002000657504;-.02;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316646;'005002000657508;132.02;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316646;'005002000657508;-.01;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316647;'005002000657565;196.81;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316647;'005002000657565;-.03;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316658;'007003000834594;42.64;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316660;'007003000834660;-.03;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316660;'007003000834660;219.13;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316666;'005002000657509;109.52;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316666;'005002000657509;-.02;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316667;'005002000657521;79.33;13/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316708;'005002000658056;67.04;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316737;'005002000657835;166.55;17/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316747;'005002000658052;48.04;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3316747;'005002000658052;-.01;18/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317540;'005002000658171;127.24;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317540;'005002000658171;-.01;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317541;'005002000658186;331.49;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317541;'005002000658186;-.03;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317559;'007003000835376;62.30;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3317560;'007003000835407;29.87;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318495;'005002000658165;152.92;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318495;'005002000658165;-.02;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318496;'005002000658184;127.19;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318496;'005002000658184;-.02;19/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318525;'005002000658316;109.05;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318525;'005002000658316;-.02;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318526;'005002000658324;160.05;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318526;'005002000658324;-.02;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V1;3318527;'007003000835571;177.43;20/06/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V3;3362398;'NDQ013002000337488;-275.72;02/09/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V3;3362400;'NDQ013002000337490;-41.79;02/09/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V3;3362413;'NDC013002000337488;-598.23;02/09/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V3;3364552;'NDC013002000337487;-22.98;02/09/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;V3;3364553;'NDC013002000337486;-71.79;02/09/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103041;'005002000073807;-230.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103042;'005002000073808;-239.11;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103043;'005002000073809;-135.24;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103044;'005002000073949;-517.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103045;'005002000073950;-310.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103046;'005002000073951;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103047;'005002000073952;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103048;'005002000073953;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103049;'005002000073954;-235.75;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103050;'005002000073955;-241.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103051;'005002000073956;-483.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103052;'005002000073957;-448.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103053;'005002000073958;-322.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103054;'005002000073959;-310.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103055;'005002000073960;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103056;'005002000073961;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103057;'005002000073962;-253.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103058;'005002000073963;-253.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103059;'005002000073964;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103060;'005002000073965;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103061;'005002000073966;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103062;'005002000073967;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103063;'005002000073968;-212.75;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103064;'005002000073969;-53.49;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103065;'005002000073970;-207.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103066;'005002000073971;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103067;'005002000073972;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103068;'007004000067018;-402.50;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103069;'007004000067020;-345.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103070;'007004000067023;-345.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103071;'007004000067028;-215.10;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103072;'007004000067031;-299.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103073;'007004000067034;-276.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103074;'007004000067039;-230.00;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103075;'007004000067044;-143.04;25/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103076;'007004000067726;-402.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103077;'007004000067728;-345.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103078;'007004000067730;-345.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103079;'007004000067732;-322.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103080;'007004000067735;-253.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103081;'007004000067737;-152.62;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103082;'007004000067741;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103083;'007004000067744;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103084;'007004000067748;-241.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103085;'007004000067751;-235.75;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103086;'007004000067753;-236.57;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103087;'007004000067755;-575.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103088;'007004000067757;-483.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103089;'007004000067760;-391.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103090;'007004000067762;-368.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103091;'007004000067764;-345.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103092;'007004000067766;-251.86;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103093;'007004000067770;-287.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103094;'007004000067777;-168.48;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103095;'007004000067780;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103096;'007004000067781;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103097;'007004000067785;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103098;'007004000067788;-230.00;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103099;'007004000067791;-218.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103100;'007004000067793;-218.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103101;'007004000067795;-212.75;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103102;'007004000067797;-212.75;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103103;'007004000067804;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103104;'007004000067806;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103105;'007004000067808;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103106;'007004000067810;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103107;'007004000067811;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103108;'007004000067814;-172.50;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103109;'007004000067816;-63.14;26/08/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103524;'001006000295432;-3525.67;26/07/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103525;'001006000295433;-3351.70;26/07/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103526;'001006000295434;-3347.44;26/07/2025
'00001;UNILEVER ANDINA ECUADOR S.A.;PD;7103527;'001006000295435;-7051.34;26/07/2025
;;;;Total;219739.53
DOCUMENTOS
PV - V1 :;Facturas
PD :;Notas Credito
V3NDQ :;"Discrepancia en cantidad; el número que se refleja corresponde al número de factura al cual afecta el descuento."
V3NDC :;Discrepancia en costo, el número que consta corresponde al número de factura al cual afecta el descuento
NDQAUTH :;Devoluciones desde bodega
